,userName,content,score
288,Adi Rafie Ahza,"Dlu kok bisa yah ngedaftar tiktok, tapi sekarang kok tidak bisa saya mendaftarkan tiktok ya jadi saya kasih bintang duanya lah, untuk Vidio dan tiktok sudah bagus saya suka, tapi untuk daftar tiktok tolong di perbaiki",2
289,Sitiasyasyifa Hidayah,"Tolong di perbaiki lagi yaaa.. Soalnya setiap mau pencet itu gbisa, dan ini bukan masalah HP trnyta bnyk yg mengalaminya sma seperti ini selalu bngt unstal download gtu aja trusss kan cpe tolong di perbaiki lagi dan terimakasih",1
290,Dewi Ristiya ningrum,Untuk developer.. Tolong dong... Yang lagi bikin konten atau yg live... Jika kurang sopan atau berpakaian gk pantas di liat... Atau agak2 mengumbar aurat... Jangan di lolosin... Kasian kalau berandanya lewat di ponsel yg lain... Karna tik tok ini tempat hiburan.. Bukan tmpat kemaksiatan... Tolong ya developer.. Terima kasih mudah2an di perhatiin ulasan saya ini...,3
291,Kimfathans,"Ini tiktok knpa si..1minggu 2x harus bgt install ulang,baru di pake 3 hari udah mental mulu di buka aplikasinya. Update aplikasi bukannya tambah bagus..apa cuma strategi biar install ulang terus?",1
292,DEN_ PUTRA,"Wah,, aplikasi tiktok ini kereen. Konten yang menyimpang dan komentar yg buruk aman aman saja,sedangkan komentar yg baik malah terkena pelanggaran panduan komunitas. Dan luar biasanya lagi, setelah update banyak bug nya.",1
293,Akbar Fabian,"Bagus, udah nice, udah enjoy, tapi disini masalah tiktok sekarang berat banget, 3 minggu lalu HP saya ngehang, awal2nya pas saya buka tiktok tuh stuck logo gitu pas saya keluar dari apknya tiba-tiba HP saya black screen semua dan gak bisa diapa-apain, saya tunggu 2 jam dan akhirnya HP saya nyala lagi tapi masih berat gitu, yang akhirnya saya restart HP saya dan hapus tiktok, dan juga minggu lalu saya juga mengalami hal ini lagi yang ngebuat saya kapok download tiktok, mohon untuk diperkecil🙏",4
294,Herwan Susanto,"Semenjak update tiktok jadi gak jelas, suka nge-stuck pas mau buka aplikasi tiktok, tolong dong perbaiki bug-nya, tiktok.",1
295,Yuhana Yuhana,"Bonus nonton harian kenapa gak bisa jalan ya,padahal ada reward hariannya Tapi pas di klik gak keitung udah berapa puteran nontonnya. Tolong dong tiktok dibantu,jangan ngeleg mulu,cape deh,klok gak niat ngasih hadiah reward,mending gak usah aja sekalian🥺😮‍💨",1
296,chillo style,"Saya kira hp saya yang rusak ternyata tiktoknya. Saya mau buka Tiktok malah Stuck dilogo tiktok, saya bela belain uninstall dan download lagi Tapi tetap stuck dilogo tiktok. Tolong dibenerin semenjak Tiktok shop tutup malah jadi gini.",1
297,Nadya Wahyuni,"Apa ini tiktok kenapa gabisa masuk"" semenjak di update kemarin,kalo gini mah banyak yg nge uninstall nanti ga mau pake tiktok lagi kalo begini caranya dunia hanya milik si kaya,kami yg ga punya hp bagus gimana ga di pikirin kah",2
298,Alghi Alghi,"fyp nya gajelas, ga sesuai yg gw suka. padahal gw udh pncet tidak tertarik di beberapa jenis konten yg sama yg buat gw risih. jenis konten yg gw like malah ilang ilangan terus ketemunya yg bikin gw risih mulu. tolong diperhatikan ini ga nyaman bgt soalnya. saya udh hindarin konten yg aneh yg buat sy ga nyaman malah makin muncul terus sedangkan jenis konten yg saya suka malah jarang muncul gajelas parahhh kacau bgt ini risih bgt. konten gajelas tbtb muncul dari mana tau",1
299,Iqbal Najamudin,"Hai tiktok kenapa kamu harus sering di uninstal terus lama lagi sering bug curiga ada virus sampe ke apk lain jadi ikut lag, Semakin gak jelas nih tiktok sering gak bisa dbuka , mohon di perbaiki lagi fitur nya",1
300,Angga Boy,"Min kok saya ga bisa buka aplikasi nya sih,mau masuk lagi tapi langsung keluar dari sistem ini gimana min cara nya udah di uninstall tapi tetep aja masih sama kadang masuk kadang nggak",1
301,Xxymya_.,Apk tiktok mulai gjls sebelum up biasa aja bagus malah mah tapi setelah di up jadi error suka kluar sendiri trs banyak banget bug nya mohon di perbaiki developer🙏🏻,1
302,Dewi Masitha,"Kalo mau masuk ke tiktok tuh lama bgt loading nya pdhl pake wifi pribadi, trus muncul gambar nya lama, sering nge bug. Kadang kalo tekan lama layar video buat dicepetin bisa tpi habis itu malah ke live jualan orang pas kembali di cepetin lagi pindah lagi ke live jualan orang.",3
303,Risma Imma,"Bagus, tapi apk nya biasa ngebug kalo bikin vidio dan mau simpan harus d upload dulu, baru di disimpan, coba bisa langsung di simpan gak perlu di upload dulu..langsung simpan aja biar gampang kalo mau buat video atau foto karna aku suka filter"" di tiktok nya..",4
304,Amran Manganro,"Aplikasi hanya mentok di logo, sudah hapus data dan chace tetap tidak bisa terbuka. Sudah hapus dan download kembali awalnya saja bisa terbuka lama kelamaan sudah tidak bisa kembali terbuka dan hanya mentok di logo. Entah Hp saya yg bermasalah atau aplikasinya..",2
305,Anty Tbh,"Setelah update malah selalu Lag, uninstall lalu install lagi tetap sama saja. Buka aplikasi dan hanya berhenti di logo awal. HP panas dan mati nyala mati nyala terus.. ini juga mempengaruhi aplikasi lain, membuat aplikasi jadi lemot dan HP Lag. Tolong lah di perbaiki...",1
306,Aira Kirania,"Sering kesel sama tiktok sekarang, susah bgt buat di buka aplikasi nya! Keseringan lemot dan lain sebagainya! Trus klo di biarin biasanya menjalar ke apk lain yang dampak nya juga lemot, jadi perangkat ponsel saya terganggu bgt sama kelemotan tiktok, bisa diperbaiki ga??? Padahal uda cinta bgt sama apk tiktok tapi sekarang super kecewaaa!!!",1
307,riveria stanley,"Gara² buka Tik Tok hp saya jadi lemot,mati nyala sendiri,sampe kadang ga bisa di nyalain hp nya padahal data² penting semuanya di hp,sampai di service berkali-kali,di restart dan hampir hilang semua data nya.. Ternyata masalahnya cuma di Tik Tok,tapi gapapa kok saran saya fitur² yang tidak terlalu penting di Tik Tok sebaiknya di hapus/di hilangkan saja..",3
308,Fitrah,"tiktok sekarang agak aneh mohon maaf sebelumnya, suka bug tiba tiba keluar sendiri dan suka tiba tiba suka leg buat scroll juga suka leg leg sendiri padahal sinyal bagus bagus aja, dan kalo di buat buka tik tok hp ku kayak tiba tiba suka mati nyala mati nyala sendiri malah kayak aplikasi tik tok jadi bawa virus, tolong developer di perbaiki lagi niat nya mau nyari hiburan malah di buat gak mood",2
309,cintiya devi,"TikTok sekarang kurang bagus..kalo dibuka kadang gak bisa,malah hp sy mati restart..terus agak lemot juga..tolong diperbaiki lagi ya soalnya TikTok app yang bermanfaat bagi semua orang.. Terimakasih",2
310,nazar muhammad,"Sering lag, ngga bisa masuk. Harus uninstal aplikasi, habis tu download lg baru bisa kebuka. Kecewa sama upgrade sekarang. Tolong di perbaiki agar pengguna bisa nyaman. Bukannya di upgrade tambah bagus, tapi ini malah JELEK",1
311,Ulfa Nur azizah,"Ini kenapa ya,aku baru aja update tiktok kok malah ga bisa di buka sama sekali aplikasi tiktonya.padahal sudah pake wifi sinyal penuh,coba pake data seluler juga penuh sinyalnya..bikin hp ngelag tiba2 mati sendiri hp q setelah ngklik aplikasi tiktok.tolong di perbaiki lagi ya 🙏. terimakasih 😊",1
312,Pakai Ref GBHTXZ6QRXYZU dptbonus,"Sebenarnya aplikasi ini sudah sangat bagus dan menghibur ketika digunakan menonton video, hanya saja masih sering muncul iklan saat menonton video walaupun tak mengganggu namun masih bisa di skip dan diloncati tapi sangat berpengaruh bagi pengguna, selebihnya sudah sangat bagus dan memberikan tontonan yang luar biasa bagus. Aplikasi ini simpel dan sederhana banget ketika digunakan ya kawan dan juga sudah terbukti membayar.",4
313,Revalya Mei juliani,"setelah update versi terbaru malah jadi banyak bug nyaa tb tb pas masuk gabisa dibuka lah, terus keluar sendiri itu bikin ganyaman bgt udah 3 kali instal-uninstal terus karena jadi bug terus. makasi semoga cepat diperbaiki",3
314,Maya wi12,"Tiap kali buka tiktok,hp jdi bug,trus bug nya berjam2...tolong di perbaiki ya.. Saya sudah cek pnyimpanan sy msih bnyk yg kosong,jaringan jg stabil..tiktok skrg makin kesini malah makin kesana...aku sampe coba ulang2 buat hapus instal..ttp aja..kecewa",1
315,Rumondang Oktavia,"Apa si anjir si aplikasi makin lama makin buruk, setiap buka TikTok pasti bug, keluar"" sendiri lah. Apalagi mau belanja di tiktok shop makin bug padhl Wi-Fi lancar. Tolonglah demi kebaikan konsumen di perbaiki lagi lebih baik lagi.",3
316,Ezy MohTar,Dari sekian byk aplikasi yg aku punya maka TikTok lah aplikasi yg paling berat dan suka ngeleg dan suka keluar sndri. Makin lama makin tidak suka buka TikTok!!!!,1
317,Eni Royani,Tiktok tolong perbaiki masalah saya.Saya sering terjadi masalah tidak bisa membuka tiktok ketika saya ingin membuka tiktok harus dengan hapus dan instal terus menerus. Tolong tiktok perbaiki masalah saya ketika sudah di perbaiki masalah/bug saya saya akan mengkasih rating bagus. TERIMA KASIH (PERBAIKI MASALAH SAYA),3
318,Muthi Laitsa ramadhani,"Tolong diperbaiki tik tok.. pas pencet pencarian dan dicarinya apa keluarnya gambar gambar gak senonoh, gak nyaman dilihat. Lalu pas mau geser gambar gak muncul, muncul logo tik tok ga berwarna doang. Wifi pdhl bgs saja loh",1
319,agym nur,"Not bad, and not good, tapi kadang tiktok suka error sendiri, contohnya akun ku tiba-tiba hilang, padahal udah susah bikinnya! tolong ya diperbaiki lagi.!",4
320,Zhova Setiya Putra,"Maaf saya beri bintang dua dulu kak... Tolong disempurnakan lagi APK Tik Tok nya yaa kak, Setiap buka Tik Tok selalu lelet dan ponsel saya tiba tiba nge-restart sendiri,padahal saya mengikuti UPDATE terus, berharap APK kedepanya lebih baik tapi malah sebaliknya,performa dan kenyamanan masih kurang memuaskan.. Tolong disempurnakan lagi..🙏 Terima kasih ...🙏",2
321,MUHAMMAD IRAWANSYAH,Kenapa ya tiktok nya aku eror gak bisa masuk terus udah dua kali aku mengalami kejadian ini sama kenapa kalo tiktok aku kereset sendiri contoh nya gini pas mencet ke pencarian lalu balik lagi kevideo video nya keriset mulai awal 1 video dan banyak lagi kenapa sih tiktok ini sekarang udah kurang seru aplikasi nya tapi konten nya masih suka banget gak kayak dulu tiktok nya jarang nge bug/error sama gak ngelek dulu aplikasi nya tolong diperbaiki ya!,1
322,Mahren Almahyra17,"Tolong di perbaiki lagi dong kak aplikasinya, setelah di update eror terus sering ngelag, logout sendiri, ada suara gak ada gambar.. Gak bisa nonton live klo mau belanja.. Padahal jaringan bagus.. Tolong di perbaiki lagi ya",1
323,Anita Yuni,"Nikmati beragam video terkeren dan terkini ya, salah satu aplikasi pemutar video yang layak mendapatkan perhatian khusus apalagi buat para penikmat video pendek, sejauh ini menggunakan aplikasi nya nyaris tanpa bug sama sekali yang membuat para pengguna nya semakin nyaman banget, seiring berjalan nya waktu maka aplikasi ini semakin berkembang pesat di tengah tengah masyarakat kita, kumpulan video yang terdapat di dalamnya mampu memberikan rasa nyaman bagi para pengguna nya.",5
324,elvina kusmayanti,"Aplikasi suka macet, sudah berkali-kali saya restart hp, download ulang tetap saja tidak bisa masuk, padahal memori saya masih kosong, video sering kali macet suara nya tetap berjalan padahal jaringan internet bagus. Tolong diperbaiki developer nya",2
325,Little Sunshine Daycare,"Minggu minggu ini saya mengalami lag yang luar biasa, setiap mau buka apk tiktok, pasti loading nya memakan waktu yang lama, padahal saya sudah update malah tambah nge lag, mohon untuk kapasitas nya di tingkatkan ya..",1
326,nurul vanesyah,"Sumpah nyesel banget ngeupdate tiktok bukannya tambah bagus malah makin jelek, tiktok nya gabisa di buka dan pas mau rekam vidio layrnya malah jadi item dan hp jadi ngelag, padahal sebelum update bagus bagus aja. Tolong di perbaiki deh jadi ga nyaman sekarang kalau buka tiktok kalau gini terus",1
327,Gwen Channel,"Semenjak tik tok update kenapa tik tok tidak bisa dibuka, layarnya selalu saja hitam dan sama sekali tidak ada video nya udh saya tunggu 15 menit sama saja tidak ada perubahan. Jadi tolong diperbaiki lagi ini aplikasi, setiap kali update selalu saja eror jadi ga suka sama ini aplikasi. Padahal sebelum-sebelumnya hal ini tidak pernah terjadi tapi, sekali di update nya kali ini baru terjadi mohon bantuannya untuk diperbaiki lagi🙏🙏",2
328,Rika,"Asli aplikasi ini sangat bagus ya, mampu memberikan kepuasan dan kenyamanan saat menonton video, dari segi tampilan juga sangat ok dan mudah dipahami ya. Dimana kalian bisa menikmati berbagai tontonan dan juga hiburan sebagai aplikasi yang mampu memberikan tontonan yang belum tentu dimiliki oleh aplikasi lainnya, sejauh ini menggunakan aplikasi tiktok nyaris tanpa bug sama sekali. Inilah salah satu aplikasi pemutar video yang sangat rekomendasi.",5
329,Wahyu Rahmadanu99,Bagus si.. cuma sedikit sedikit kena bug atau pelanggaran. Padahal ga seharusnya dan masih distandart aman si menurut saya.soalnya masih bnyak yg lebih dibanding saya. Untuk lainya bagus dan bintang 5 kaya hotel. Oh iya untuk reward knapa slalu gagal tolong diperbaiki Jagan beri harapan palsu. Makasih,5
330,Aurel Putri,"tiktok kenapa semakin ngelag ya? dan juga ketika saya menginstal aplikasi baru, tiktoknya malah tidak bisa dibuka sama sekali. padahal memori saya masih ada lumayan sisa ruang, dan juga ketika saya terus menerus ngescroll tiktok, tiktoknya semakin ngelag bahkan saat melihat video saja, hanya suaranya saja yang terderngar tetapi videonya patah patah. padahal saat saya membuka aplikasi lain tidak ngelag sama sekali, hanya saat saya membuka tiktok itu yang ngelag. tolong diperbaiki lagi...",1
331,Alanmagic finishing,"aplikasi yg sangat bagus di aplikasi ini saya bisa jualan ,mencari totorial, dan berbagi trik antar teman apalagi fitur filter nya yg sangat canggih dan keren pokoknya gak rugi deh kalau donloade aplikasi ini semoga kedepan tambah lebih baik dan lebih keren fitur fitur nya",5
332,Vinia Ridha,"uninstall trs donwload lg tp gtu lagi. sm gra"" Gak bisa buka aplikasi tktokHp jdi ngelag, ruang penyimpanan jdi makin berkurang jga. Baru normal kalau tiktok di hpus dan restart ulang",3
333,Umi Sayyidatul M,"Setelah di update, nglag kalau buka tiktok, loading lama untuk mengoperasikan hp jadi berat. Tolong diperbaiki, karena ini jadi gak nyaman.",2
334,zicko azmarazhi,"Apk terasa sangat berat tidak bisa dibuka cuma tampilan logo tik tok saja padahal ram Sama memori hp masih sangat lega,membuat hp jadi eror dan sangat berat...",1
335,Ana Afrilia,"Kenapa kalau saya mau buka video save saya,saya mau simpan kembali langsung keluar, dan kenapa sih ada iklannya terus padahal saya udh pencet biar iklan nya tidak muncul eh malah makin banyak iklannya, dan suka sering ngebug sendiri",1
336,Roy Wanto,Sampai sekrang masih baik sih. Kurang aja. Pas lagi live streaming kadang nge fram. Keluar room sendiri... kadang jga nge lag parah. Pdahal jaringan wifi tau jaringan seluler saya bagus..... mohon di perbaiki lagi,5
337,Muh Hidayat,Kenapa tiktok sesudah update makin ngelag kayak nyebar virus. Kadang juga keluar sendiri Terus waktu mau masuk kembali udah gk bisa Cuma tampil logo tiktok doang gk bisa masuk Terus lagnya itu nyebar ke apk lain. Tolong tiktok perbaikin!!!!!!!,1
338,Apriadi Apriadi,"Bintang 2 aja dulu ,soalnya aneh setiap kali selesai update pasti tiktok langsung ga bisa di buka padahal kalo soal penyimpanan masih banyak lagi ,tolong dong admin tiktok tolong di perbaharui lagi bisa lancar",2
339,hafiz a,"Entah ini bug atau apa, Saat aku lagi scroll scroll Tik Tok sudah biasa normal normal aja. Dah kalo ditinggal main game lain kalo nggak lagi megang hp selalu pas masuk ke Tik Tok sering ada logo nya aja nggak ada videonya. pas aku keluar liat history aplikasi yang aku buka malah nggak ada, belum aku hapus. Tolong lah developer nya ini nggak becus atau apa ini. bikin hidup nggak asik aja..!!🗿",1
340,Andi A,"Sangat banyak membantu, tapi mengapa sering tidak bisa dibuka, dan harus didownload ulang,saya pikir dari aplikasi eror, ternyata banyak temen temen yang ngalamin juga.. Mohon kualitas ditingkatkan",3
341,Sri Wahyuni,Kenapa tik tok tidak bisa di buka? Saat di pencet apk nya hanya muncul loginya saja tidak beroperasi apanya mohon di cek mungkin ada kesalahan server atau gimana kita para konsumen tik tok sangat terganggu akan eror nya tiktok saat ini. Sudah uninstall lalu instal terus tapi tetep gak bisa masa iya setiap mau buka tiktok harus instal terus,1
342,kaedehara athena,"setiap buka tiktok hpnya langsung nge freeze/lag padahal hp ram 6gb, diperbaiki lagi apk nya soalnya cuma tiktok yang gini, apk lain berfungsi normal normal aja. setiap buka tiktok cuma ada logo nya, terus pas di close app nya hp langsung ngecrash dan terpaksa harus di matikan daya",1
343,Meylia Wati,"Setelah memakai aplikasi ini,hpku sering panas,penyimpanan penuh,,cara kerja melambat,,dan paling utama tiktok aku sering tdk mau kebuka,,di download lagi baru bisa..",5
