,content
237,"TOLONG DIPERBAIKI!!!!!!!!, Kenapa setiap membuka aplikasi tiktok selalu stuck di logo itu juga mempengaruhi aplikasi lainnya saya sudah menghapus menginstal aplikasi tiktok lagi karena di stuck logo terus menerus ,,,untuk manajement tolong ya di perbaiki aplikasinya !!!!!"
238,"Setelah update akhir-akhir ini tiktok jadi sering ngelag ga bisa di buka. Dan itu ngaruh ke semua aplikasi dan HP menjadi lag. Sampai akhirnya ga bisa di pencet sama sekali dan delay nya minta ampun, udh gw banting nih HP, solusi nya cuma hapus tiktok dan restart HP. Capek gw sialan gitu gitu mulu. Update mulu tapi malah nambah rusak nih aplikasi"
239,"Kok pas update ny jdi gini sebelum saya update gk gini pas buka tik tokgk bisa kaya intro nya tu luamaaaa poll sampe 1 jam lebih Saya kira itu jaringan jaringan di rumah saya tidak bagus tapi pas itu wi-fi saya sudah dibayar Baru saja habis dibayar dan kok nggak bisa buka terus disitu saya bingung kirain saya yang nggak bisa buka Tik tok karena memorinya full ternyata nggak, jadi tolong perbaiki ya tik tok."
240,"Sekarang TikTok udah agak mengecewakan pengguna hp android yang kapasitas RAM nya rendah ya, ngelag ditambah kapasitas besar sampe 2 GB, mohon maaf ya development program, nggk semua orang punya hp bagus yang kapasitas RAM dan sistem tinggi, meskipun cuma minoritas tapi saya sangat berharap sebagai pengguna TikTok dengan hp android butut bisa menikmati TikTok dengan nyaman. Fitur yang ditawarkan memang menarik tapi jika kami tidak dapat menggunakannya dengan nyaman apa gunanya."
241,"Aneh banget sumpah, sebelum nya gabisa dibuka cuman keluar logo kirain hp lagi eror udah restart ulang tetap gabisa cuman keluar logo. Saya instal ulang akhirnya bisa, eh besok nya malah tetap sama. Masa iya harus lepas pasang kek gitu. Tolong dong di perbaiki apa harus hp model terbaru, soalnya temen saya ada yg kayak gitu. Mohon bantuannya"
242,"Kenapa ya tiktok belakangan ini sering banget berulah, pas dibuka app tiktok dan hanya muncul logo lama banget bahkan sampai HP panas, pas dikeluarkan jadi buat app lain ngeleg minta ampun dan bahkan tiba tiba HP mati. Tolong pihak tiktok segera perbaiki fiturnya. Terimakasih"
243,"Ada apa dengan tiktok ini? Sebelumnya bagus"" aja aplikasi nya, saya sudah lama menggunakan tiktok, baru aja di update kok skrang knpa masuk pembukaan pertama lodingnya lama kli gk terbukak"" pdhal jaringan bagus dan menggunakan WIFI jugak itu kenapa ya? Tolong dong pihak tiktok diperbaiki kayak sebelumnya🙏🙏"
244,"Akhir akhir ini lemot parah padahal sinyal maupun wifi tinggi, video yg lewat pun sering di ulang ulang, video yg di upload engak semulus HD smooth sebelum nya, semakin di update malah tambah parah bug ny, masuk live jualan, nonton scroll vt, belanja tiktok shop nya pun sering ngelag parah.. Ayolah perbaiki buktikan performa kinerja tiktok jauh lebih baik dari apk lain, untuk kenyamanan bersama juga, padahal ini apk yg paling disukai sejuta umat masa ia menurun drastis gini kinerja apk nya."
245,"Suka dan sangat senang menggunakan aplikasi tiktok buat menonton video, dimasa pandemik seperti ini sangat membantu memberikan kenyamanan dan kepuasan bagi para pengguna nya, aplikasi nya mudah digunakan dan enak banget digunakan walaupun jaringan lagi kurang stabil karena aplikasi ini memiliki berbagai fitur-fitur yang sangat membantu dalam hal pemutar video. Semua anggota keluarga aku sangat menyukai nya karena sangat bagus dan membantu banget mendapat kan hiburan."
246,"Sebelum saya update gak ada masalah sama sekali .. Kemarin baru saya update kok jadi sering ngelag parah... Padahal sinyal bagus.. Pake wifi ato data seluler tetep aja ngelag .. Padahal buka aplikasi yg lain aman dan lancar"" aja Tolong segera di perbaiki."
247,"Maaf sebelumnya, kenapa habis di update apk tiktoknnya jadi begini ya. saya tidak bisa masuk ke apknya. tolong diperbaiki lagi ya masa saya harus matikan daya nyalain lagi kalo mau bisa masuk ke tiktok. Diperbaiki lagi secepatnya ya terimakasih 🙏"
248,"Kok setelah di update tiktoknya malah ga bisa di buka malah stay di logo terus, terus tiba-tiba ngelag ke HP mati sendiri padahal penyimpanan memori HP masih banyak, ada hal sering bersihin cache juga tapi tetap tidak bisa di buka. Mohon di perbaiki lagi, terimakasih 🙏"
249,"Aplikasinya bagus hanya saja kalau live suka gak bisa, padahal jaringannya bagus, internetnya kuat, data/wifi nya juga nonstop, tapi masih aja gagal buat live alasan tiktoknya jaringan kurang baik heran deh. Tingkatkan lagi yah kualitas aplikasinya, terutama dalam nangkap jaringan. Ok sekian dari saya makasih 🙏😌"
250,"Kebanyakan update jadi ngelag padahal memori sy msh banyak, setelah update tiktok hp say lgsg bug, ngehang gak bisa dipencet2, memori sy lgsg penuh, alhasil harus di restart ulang hp baru bisa pake tiktok&memori nya kembali semua, pemakaian apk pake wifi / kuota gede jg ttp lag, kadang suara ngedouble, kadang apk keluar sendiri, sering layar hitam/putih, fitur edit jadi gak bisa cut lagu. Segera perbaiki ya!"
251,Setelah update justru tiktok sekarang susah untuk edit video nya. Terutama di bagian sesuaikan video. Jadi gak bisa di potong atau di edit.. Mudah2an fitur edit video di tiktok bisa di kembalikan lagi..
252,"Emang app nya bagus sih aku kasih bintang 4 karena setiap aku gabut pasti liat ini , tapi tolong diperbaiki lagi bug nya , dan filternya suka hilang , satu lagi kenapasih setiap berapa bulan atau beberapa minggu kok suruh update terus , tolong dong benerin"
253,"Skrg mulai Error ya tiktok, apalagi saat Livestream ketika pakai apk pihak ketiga jadi tidak ada suara sebelum update aman saja, dan lagi tiap bbrp kali aplikasi tidak bisa di akses dan terjadi seperti force close tetapi tidak bisa keluar dan dalam halaman aplikasi berjalan tidak muncul tapi lag sampai saya harus restart hp dan download ulang, lag sampai harus reboot mode aman gatau kenapa."
254,Tiba-tiba kok ngelag begini? Aplikasinya gak bisa dibuka pula. Padahal kemarin masih bisa. Ditambah lagi selalu ngestuck di loading screen. INI ADA VIRUSNYA APA GIMANA SIH? YA MASA GUE HARUS INSTAL ULANG TERUS SIH! PERBAIKIN DONG DEVELOPER!! SEBULAN UDAH 5 KALI INSTAL ULANG MULU
255,"Aplikasi nya bagus , cuma sering ngebug , jalannya lama dan terkesan Berat , tiktok gak bisa di buka berhenti di logo gak bisa masuk , kalo mau masuk apl harus hapus dan download ulang, pliss tolong perbaiki"
256,"Tiktok adalah aplikasi yang bagus untuk mencari hiburan atau suatu informasi, tapi sayangnya beberapa kali TikTok saya mengalami erros. Aplikasi tidak dapat dibuka (stuck di logo TikTok) walau sudah di update, saya kira hp saya yang bermasalah ternyata banyak orang yang mengalami hal yang sama. Saya harap error/bug ini dapat segera di atasi untuk kenyamanan pengguna. Terimakasih"
257,"aku suka aplikasi tik tok, sangat menghibur, tapi akhir-akhir ini sering ngeleg yg muncul cuma logonya aja gak bisa masuk di aplikasinya, harus uninstall dulu baru bisa kepake, sudah kesekian kali ku uninstall download lagi, tolong segera di perbaiki Tik Tok nya🙏"
258,"ini kenapa jadi error yah, padahal memori syaa masi banyak dan lancar lancar aja di apk lainnya kecuali tiktok ko gabisa. ketika saya coba masuk ke apk tiktok yg terjadi malah nge frame dan itu sangat mengganggu saya. saya harap tiktok bisa kembali seperti dulu lagi yg lancar tanpa gangguan sprti ini. terimakasih"
259,"Kok tiktok sekarang kayak gini sih!?? Ga jelas tau ga! Orang jaringan lagi bagus lancar benget, tiba tiba pas buka tiktok malah tulisan jaringan tidak stabil atau segala macam!! Tolong diperbaiki lah! Giliran aplikasi lain malah bagus banget!! Lah tiktok ga bisa kebuka kebuka!!!! Tolong yaa!? Gaje banget aplikasi satu ini."
260,"Tik tok error , akun bisa kehapus tiba"" dan mau masuk ulang lagi gak bisa , di notif cuma tulis tidak ada koneksi jaringan, pdhal dah aq cba dari pkai data Wi-Fi n juga data seluler .msih tetap gak bisa. Sungguh kecewa sma aplikasi ni . Ni dah yq kedua kalinya akun saya mengalami hal yq sma. 😒"
261,"Maaf kepada developer. Aplikasi tiktok semakin aneh, saat saya membuka aplikasi tiktok ini saya malah dibawa ke play store, bukan ke aplikasi utamanya, tolong di periksa lagi, apakah bug hanya di hp saya atau dari aplikasi tiktok sendiri 🙏"
262,"Perasaan baru habis update ini udh d suruh update lg, terus kok pas lagi nonton kek durasi videonya ni udh mau abis tiba2 muncul iklan gtu, mksdnya gimana nih tiktok sekarang? Apa nnti pas lagi enak2 nonton di pertengahan video tiba2 iklan gtu? Tolong di perbaiki dong"
263,Aplikasi TikTok kurang memuaskan. Bahkan sangat sangat mengecewakan. Terkadang sering kluar sendiri. Terus sering bug tidak bisa dipencet. Selain itu jaringannya sering lelet.
264,"tiktok sekarang kenapa yaa? tolong dongg diperhatikan.... karena sekarang tiktok sering banget ngelag, ngebug dan sebagainya, terutama kalo baru masuk apk nya.. terus ada iklan, buat scroll ke bawah pasti ngelag dulu, dan itu semua berpengaruh ke hp dan juga apk lainnya, gara gara ini, bisa menyebabkan hp error bahkan apk lain ikut tidak bisa kebuka, mohon kepada pihak yang bertanggung jawab atas semua ini, tolong diperbaiki lagi untuk kenyamanan penggunaan semua warga tiktok, terimakasih 🙏🏻"
265,"Senang banget menggunakan aplikasi tiktok dan yang paling membuat bahagia dengan berbagai konten kreator pilihan bisa kita nikmati, dari dulu hingga sekarang aplikasi tiktok, diantara beberapa aplikasi pemutar video yang pernah aku cobain aplikasi inilah yang semarak banget digunakan. Setiap konten nya memiliki makna dalam hal hal yang positif."
266,"Kenapa ya fitur foto dan geser gambar di tiktok saya selalu hilang? Sudah beberapa kali saya coba reinstall, awalnya 2 fitur ini muncul. Tapi saat saya close aplikasi kemudian saya buka kembali fitur itu hilang lagi. Mohon diperbaiki."
267,"Kalau ga salah udah beberapa hari ga bisa masuk tik tok, stuck di logo... Parahhh... Kirain HP nya yg minta lem biru, setelah baca ulasan banyak juga yang mengalami hal sama... Barusan mau uninstall dan reinstall tapi minta di update, abis update bisa weyy Alhamdulillah.."
268,"admin saya kasih bintang 2 dulu,karna dr aplikasinya kenapa sekarang tidak bisa upload video atau bikin konten... dan dapat notifikasi terus menerus seperti ini ""tidak bisa di upload video durasi kurang dr 1 detik buat saat ini"" padahal saya mau upload durasinya sampai 1menit lebih. mohon infonya dr pihak admin pembuat aplikasi ini. kalau begini terus,yang ada buat kedepannya.aplikasi ini akan kehilangan peminatnya & bakal di uninstal sama semua pemakai aplikasi ini mohon di perhatikan admin..."
269,"Setelah update... buka tiktok nge-crash di LOGO, RAM cuman 4gb langsung ngehang hp, buka apknya aja RAMnya sampai 1gb-an, belum lagi aplikasi otomatis atau aplikasi bawaan."
270,"Tiktok skrng parah banget ,setiap hari elor Mulu mentog di loga cape berapa kali saya harus download lagi dan lagi,dan sering terjadi bug atau elor ,kaya gapunya data tapi data banyak ,tolong lebih di perbaiki lagi ,sayang apk sekelas tiktok makin kesini makin rusak dan ga nyaman .."
271,"Sebenernya aplikasi nya bagus sih,, cuma kenapa akhir akhir ini sering nge bug,, dan membuat hp nge blank, jadi aplikasi lain ikut terdampak juga sama bug nya."
272,"Tolong tiktok, gak semua orang yang ingin melihat hiburan maupun mengisi waktu luang nya bahkan buat konten pun mampu upgrade hp ke ram yg lebih besar lg termasuk saya.... Mskin ke sini makin upgrade makin berat juga ruang penyimpanan nya,kadang nge lag, keluar dari apk sendiri bahkan bikin hp ke refresh ulang Tolong solusinya pihak tiktok kami mohon,tidak semua beruntung menang konten GA HP Android apalagi iPhone"
273,"Pada saat update tik tok yang terbaru sedikit mengecewakan, karena pada saat upload video tik tok, kok malah langsung otomatis tersimpan ke galery telpon??😌😌 Cepat penuh memory akhirnya."
274,"Tik tok gmn sii akhir"" ini ga jls, pas mau buka apk nya cuma muncul logo, jd nya harus di uninstall dulu baru di download ulang lg klo mau nonton tiktok, setiap hari jd gini mulu, masa iya klo mau nonton tiktok harus di uninstall dulu sayang jg kan kouta nya di pake buat tiap hari ky gini, udh gitu sekarang poin suka ga muncul kan lumayan ada nya koin, jd males buka tiktok sekarang 🙃"
275,"banyak bug, suka lag lebih suka tiktok yang dulu dari pada yang sekarang, sekiranya ada fitur yang ga berguna hapus aja, terlalu makan ruang tiktok skrng, buat login ke akun aja ga bisa tolong secepatnya di perbaiki"
276,Tolong ya diperbaiki lagi tik tok sering kali stak logo saja dan itu membuat hp saya lemot dan harus uninstall tik tok dan download lagi itu pun biasanya 2/3 hari sekali seperti itu tolong diperbaiki lagi!!
277,"Makin gak jelas. Kenapa aplikasi Tiktok susah sekali dibuka diawal, tolong diperbaiki. Bulak balik uninstall dan install ulang. Setelah itu normal hanya 5 hari saja. Tolong lah pihak developer Tiktok perbaiki aplikasi mu ini. Tks"
278,Dari dulu saya main tik tok baik baik saja tapi setelah update tiba tiba hp saya ngelag banget dan lemot ngeframe tidak bisa di sentuh harus dimatikan total dulu dan kalau sudah begitu saya pasti uninstall tik tok dan download lagi tik tok tolong perbaiki masalah begini saya sudah uninstall tik tok dan mendownload lagi tolong perbaiki masalah ini. Karena membuat hp saya ngeframe ngelag dan tidak bisa disentuh harus dimatikan total dan sekarang walah Tik tok tidak bisa dibuka padahal sinyal bagus
279,"Kirain punyaku doang yg ngelag, aku tuh slalu uninstall dulu trs download lgi biar bisa buka tik tok, mlh sekarng klo mau buku gk bisa aplikasi nya ngambang doang klo di sentuh sama sekali gk bisa masuk, ini gimana sih udah di update bolak balik."
280,"aplikasinya loading mulu, saat membuka fitur lain tidak loading, tetapi waktu membuka fitur untuk melihat rincian pesanan dan mengontak penjual tersebut selalu loading. Tolong diperbaiki."
281,"Aplikasinya selalu ngebug, gabisa dibuka aplikasinya menyebabkan hp lag dan ngefreeze, tolong perbaiki bug ini, karena ini sangat mengganggu!"
282,"sudah 1 bulan ini tik tok makin parah , lag, sering keluar sendiri dari aplikasi, lemot kalau bikin konten atau pakai filter dll. tolong dong ko bisa kayak gini sekarang tik tok bukan kayak dulu enak keren kalau sekarang parah sumpah 🙏🙏🇮🇩"
283,"menurut saya setelah di update, setiap mau buka tiktok, pasti selalu keluar terus, tida bisa masuk, selalu keluar ke beranda hp saya, saya ga ngerti ini kenapa, saya harus download ulang, tolong diperbaiki pihak tiktok, masi banyak bug yang harus di hilangkan."
284,tiktok sekarang kenapa ya.. baru juga di up udh g bisa di buka lagi cuma muncul logo nya aja harus unist dulu download lg tiap hari begitu2 terus.. tolong di perbaiki ya apk nya supaya lebih nyaman di gunakan.. kansekarang tiktok shop udh di hapus harusnya apk nya lebih ringan fong
285,"Sedih bgt sama tiktok sekarang,masa tiktok setelah saya update ko GK bisa masuk malahan cuma muncul logo terus GK mau masuk""EROR TERUSS,tolong perbaiki lagi min kualitas tiktoknya ,cukup kecewa sih setelah di-update ko malahan suka ngelek GK jelas , padahal sebelum di-update baik baik aje tuh😞 Tolong diperbaiki lgi ya min"
286,sebelum nya tiktok baik² aja ntah mengapa setelah update jadi makir parah sampai tidak bisa di buka / digunakan. udah update di buka aplikasinya hanya mentok logo gak muncul beranda nya. tolong lah diperbaiki lagi sistem nya
287,"Halo, saya pengguna Tik tok saya ingin memberi keluhan tentang tiktok, Saat Tik tok update saya sering mengalami hal ini, saat saya ingin menggunakan Tik tok selalu tidak bisa masuk ke apl nya, hanya ada background Tik tok nya saja, Dan kadang juga apl nya tidak berfungsi dengan baik, Mohon untuk di perbaiki jika ada kesalahan ""Terimakasih"""
288,"Dlu kok bisa yah ngedaftar tiktok, tapi sekarang kok tidak bisa saya mendaftarkan tiktok ya jadi saya kasih bintang duanya lah, untuk Vidio dan tiktok sudah bagus saya suka, tapi untuk daftar tiktok tolong di perbaiki"
289,"Tolong di perbaiki lagi yaaa.. Soalnya setiap mau pencet itu gbisa, dan ini bukan masalah HP trnyta bnyk yg mengalaminya sma seperti ini selalu bngt unstal download gtu aja trusss kan cpe tolong di perbaiki lagi dan terimakasih"
290,Untuk developer.. Tolong dong... Yang lagi bikin konten atau yg live... Jika kurang sopan atau berpakaian gk pantas di liat... Atau agak2 mengumbar aurat... Jangan di lolosin... Kasian kalau berandanya lewat di ponsel yg lain... Karna tik tok ini tempat hiburan.. Bukan tmpat kemaksiatan... Tolong ya developer.. Terima kasih mudah2an di perhatiin ulasan saya ini...
